كود المحافظة,كود المدينة,المدينة,كود المنطقة,المنطقة,كود الحي,الحي,كود المجاورة,المجاورة, رقم القطعة , مساحة القطعة , نسبة التميز , عدد القطع المتاحة ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 308 , 518 , 1.155 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 309 , 518 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 310 , 518 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 311 , 518 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 312 , 518 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 313 , 518 , 1.090 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 314 , 502 , 1.130 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 315 , 502 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 316 , 502 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 317 , 503 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 318 , 493 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 319 , 605 , 1.090 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 320 , 497 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 321 , 498 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 322 , 498 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 323 , 498 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 324 , 506 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 325 , 506 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 326 , 506 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 327 , 506 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 328 , 451 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 329 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 330 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 331 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 332 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 333 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,1,منطقة 1, 334 , 580 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 44 , 450 , 1.140 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 266 , 613 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 267 , 566 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 268 , 526 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 269 , 544 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 270 , 544 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 271 , 544 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 272 , 544 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 273 , 544 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 274 , 544 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 275 , 537 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 276 , 779 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 277 , 552 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 278 , 530 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 279 , 529 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 280 , 549 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 281 , 549 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 282 , 549 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 283 , 549 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 284 , 549 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 285 , 549 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 286 , 531 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 287 , 544 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 288 , 636 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 289 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 290 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 291 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 292 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 293 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 294 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 295 , 450 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 296 , 450 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 297 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 298 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 299 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 300 , 468 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 301 , 468 , 1.140 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 302 , 468 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 303 , 468 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 304 , 468 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 305 , 468 , 1.115 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 306 , 450 , 1.155 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 307 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 308 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 309 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 310 , 450 , 1.155 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 311 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 312 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 313 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 314 , 450 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 315 , 450 , 1.170 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 316 , 457 , 1.155 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 317 , 457 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 318 , 457 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 319 , 457 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 320 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 321 , 450 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 322 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 323 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 324 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 325 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 326 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 327 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 328 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 329 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 330 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 331 , 663 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 332 , 474 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 333 , 511 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 334 , 520 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 335 , 520 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 336 , 520 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 337 , 525 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 338 , 474 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 339 , 469 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 340 , 469 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 341 , 469 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 342 , 469 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 343 , 571 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 344 , 632 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 345 , 507 , 1.040 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 346 , 507 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 347 , 507 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 348 , 507 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 349 , 523 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 350 , 578 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 351 , 562 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 352 , 562 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 353 , 562 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 354 , 552 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 355 , 616 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 356 , 565 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 357 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 358 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 359 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 360 , 450 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 361 , 562 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 362 , 562 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 363 , 562 , 1.200 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 364 , 562 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 365 , 562 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 366 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 367 , 500 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 368 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 369 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 370 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 371 , 500 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 372 , 500 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 373 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 374 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 375 , 500 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 376 , 457 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 377 , 457 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 378 , 457 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 379 , 457 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 380 , 450 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 381 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 382 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 383 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 384 , 690 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 385 , 764 , 1.120 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 386 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 387 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 388 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 389 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 390 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 391 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 392 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 393 , 450 , 1.100 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 394 , 449 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 395 , 450 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 396 , 498 , 1.160 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 397 , 521 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 398 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 399 , 450 , 1.080 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 400 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 401 , 450 , 1.020 , 1 ,,,,,,,,,,,,,
13,96,العاشر من رمضان,1,الحى 28 منطقة 1-2-3-4,28,غرب 28,2,منطقة 2, 402 , 450 , 1.060 , 1 ,,,,,,,,,,,,,
